id,name
67,CEN_E1 Resultant shear force ArcLength=0.00 [kN]
68,CEN_E1 Resultant bending moment ArcLength=0.00 [kN.m]
69,CEN_E1 Effective tension ArcLength=1.65 [kN]
70,CEN_E1 x shear force ArcLength=1.65 [kN]
71,CEN_E1 y shear force ArcLength=1.65 [kN]
72,CEN_E1 Torque ArcLength=1.65 [kN.m]
73,CEN_E1 x bend moment ArcLength=1.65 [kN.m]
74,CEN_E1 y bend moment ArcLength=1.65 [kN.m]
75,CEN_E1 Resultant shear force ArcLength=1.65 [kN]
76,CEN_E1 Resultant bending moment ArcLength=1.65 [kN.m]
77,CEN_E1 Effective tension ArcLength=3.30 [kN]
78,CEN_E1 x shear force ArcLength=3.30 [kN]
79,CEN_E1 y shear force ArcLength=3.30 [kN]
80,CEN_E1 Torque ArcLength=3.30 [kN.m]
81,CEN_E1 x bend moment ArcLength=3.30 [kN.m]
82,CEN_E1 y bend moment ArcLength=3.30 [kN.m]
83,CEN_E1 Resultant shear force ArcLength=3.30 [kN]
84,CEN_E1 Resultant bending moment ArcLength=3.30 [kN.m]
85,CEN_E2 Effective tension ArcLength=0.00 [kN]
86,CEN_E2 x shear force ArcLength=0.00 [kN]
87,CEN_E2 y shear force ArcLength=0.00 [kN]
88,CEN_E2 Torque ArcLength=0.00 [kN.m]
89,CEN_E2 x bend moment ArcLength=0.00 [kN.m]
90,CEN_E2 y bend moment ArcLength=0.00 [kN.m]
91,CEN_E2 Resultant shear force ArcLength=0.00 [kN]
92,CEN_E2 Resultant bending moment ArcLength=0.00 [kN.m]
93,CEN_E2 Effective tension ArcLength=2.67 [kN]
94,CEN_E2 x shear force ArcLength=2.67 [kN]
95,CEN_E2 y shear force ArcLength=2.67 [kN]
96,CEN_E2 Torque ArcLength=2.67 [kN.m]
97,CEN_E2 x bend moment ArcLength=2.67 [kN.m]
98,CEN_E2 y bend moment ArcLength=2.67 [kN.m]
99,CEN_E2 Resultant shear force ArcLength=2.67 [kN]
100,CEN_E2 Resultant bending moment ArcLength=2.67 [kN.m]
101,CEN_E2 Effective tension ArcLength=8.02 [kN]
102,CEN_E2 x shear force ArcLength=8.02 [kN]
103,CEN_E2 y shear force ArcLength=8.02 [kN]
104,CEN_E2 Torque ArcLength=8.02 [kN.m]
105,CEN_E2 x bend moment ArcLength=8.02 [kN.m]
106,CEN_E2 y bend moment ArcLength=8.02 [kN.m]
107,CEN_E2 Resultant shear force ArcLength=8.02 [kN]
108,CEN_E2 Resultant bending moment ArcLength=8.02 [kN.m]
109,CEN_E2 Effective tension ArcLength=13.52 [kN]
110,CEN_E2 x shear force ArcLength=13.52 [kN]
111,CEN_E2 y shear force ArcLength=13.52 [kN]
112,CEN_E2 Torque ArcLength=13.52 [kN.m]
113,CEN_E2 x bend moment ArcLength=13.52 [kN.m]
114,CEN_E2 y bend moment ArcLength=13.52 [kN.m]
115,CEN_E2 Resultant shear force ArcLength=13.52 [kN]
116,CEN_E2 Resultant bending moment ArcLength=13.52 [kN.m]
117,CEN_E2 Effective tension ArcLength=19.15 [kN]
118,CEN_E2 x shear force ArcLength=19.15 [kN]
119,CEN_E2 y shear force ArcLength=19.15 [kN]
120,CEN_E2 Torque ArcLength=19.15 [kN.m]
121,CEN_E2 x bend moment ArcLength=19.15 [kN.m]
122,CEN_E2 y bend moment ArcLength=19.15 [kN.m]
123,CEN_E2 Resultant shear force ArcLength=19.15 [kN]
124,CEN_E2 Resultant bending moment ArcLength=19.15 [kN.m]
125,CEN_E2 Effective tension ArcLength=24.78 [kN]
126,CEN_E2 x shear force ArcLength=24.78 [kN]
127,CEN_E2 y shear force ArcLength=24.78 [kN]
128,CEN_E2 Torque ArcLength=24.78 [kN.m]
129,CEN_E2 x bend moment ArcLength=24.78 [kN.m]
130,CEN_E2 y bend moment ArcLength=24.78 [kN.m]
131,CEN_E2 Resultant shear force ArcLength=24.78 [kN]
132,CEN_E2 Resultant bending moment ArcLength=24.78 [kN.m]
133,CEN_E2 Effective tension ArcLength=27.60 [kN]
134,CEN_E2 x shear force ArcLength=27.60 [kN]
135,CEN_E2 y shear force ArcLength=27.60 [kN]
136,CEN_E2 Torque ArcLength=27.60 [kN.m]
137,CEN_E2 x bend moment ArcLength=27.60 [kN.m]
138,CEN_E2 y bend moment ArcLength=27.60 [kN.m]
139,CEN_E2 Resultant shear force ArcLength=27.60 [kN]
140,CEN_E2 Resultant bending moment ArcLength=27.60 [kN.m]
141,CEN_E3 Effective tension ArcLength=0.00 [kN]
142,CEN_E3 x shear force ArcLength=0.00 [kN]
143,CEN_E3 y shear force ArcLength=0.00 [kN]
144,CEN_E3 Torque ArcLength=0.00 [kN.m]
145,CEN_E3 x bend moment ArcLength=0.00 [kN.m]
146,CEN_E3 y bend moment ArcLength=0.00 [kN.m]
147,CEN_E3 Resultant shear force ArcLength=0.00 [kN]
148,CEN_E3 Resultant bending moment ArcLength=0.00 [kN.m]
149,CEN_E3 Effective tension ArcLength=1.36 [kN]
150,CEN_E3 x shear force ArcLength=1.36 [kN]
151,CEN_E3 y shear force ArcLength=1.36 [kN]
152,CEN_E3 Torque ArcLength=1.36 [kN.m]
153,CEN_E3 x bend moment ArcLength=1.36 [kN.m]
154,CEN_E3 y bend moment ArcLength=1.36 [kN.m]
155,CEN_E3 Resultant shear force ArcLength=1.36 [kN]
156,CEN_E3 Resultant bending moment ArcLength=1.36 [kN.m]
157,CEN_E3 Effective tension ArcLength=2.72 [kN]
158,CEN_E3 x shear force ArcLength=2.72 [kN]
159,CEN_E3 y shear force ArcLength=2.72 [kN]
160,CEN_E3 Torque ArcLength=2.72 [kN.m]
161,CEN_E3 x bend moment ArcLength=2.72 [kN.m]
162,CEN_E3 y bend moment ArcLength=2.72 [kN.m]
163,CEN_E3 Resultant shear force ArcLength=2.72 [kN]
164,CEN_E3 Resultant bending moment ArcLength=2.72 [kN.m]
165,RAD1_E1 Effective tension ArcLength=0.00 [kN]
166,RAD1_E1 x shear force ArcLength=0.00 [kN]
167,RAD1_E1 y shear force ArcLength=0.00 [kN]
168,RAD1_E1 Torque ArcLength=0.00 [kN.m]
169,RAD1_E1 x bend moment ArcLength=0.00 [kN.m]
170,RAD1_E1 y bend moment ArcLength=0.00 [kN.m]
171,RAD1_E1 Resultant shear force ArcLength=0.00 [kN]
172,RAD1_E1 Resultant bending moment ArcLength=0.00 [kN.m]
173,RAD1_E1 Effective tension ArcLength=2.76 [kN]
174,RAD1_E1 x shear force ArcLength=2.76 [kN]
175,RAD1_E1 y shear force ArcLength=2.76 [kN]
176,RAD1_E1 Torque ArcLength=2.76 [kN.m]
177,RAD1_E1 x bend moment ArcLength=2.76 [kN.m]
178,RAD1_E1 y bend moment ArcLength=2.76 [kN.m]
179,RAD1_E1 Resultant shear force ArcLength=2.76 [kN]
180,RAD1_E1 Resultant bending moment ArcLength=2.76 [kN.m]
181,RAD1_E1 Effective tension ArcLength=5.52 [kN]
182,RAD1_E1 x shear force ArcLength=5.52 [kN]
183,RAD1_E1 y shear force ArcLength=5.52 [kN]
184,RAD1_E1 Torque ArcLength=5.52 [kN.m]
185,RAD1_E1 x bend moment ArcLength=5.52 [kN.m]
186,RAD1_E1 y bend moment ArcLength=5.52 [kN.m]
187,RAD1_E1 Resultant shear force ArcLength=5.52 [kN]
188,RAD1_E1 Resultant bending moment ArcLength=5.52 [kN.m]
189,RAD1_E2 Effective tension ArcLength=0.00 [kN]
190,RAD1_E2 x shear force ArcLength=0.00 [kN]
191,RAD1_E2 y shear force ArcLength=0.00 [kN]
192,RAD1_E2 Torque ArcLength=0.00 [kN.m]
193,RAD1_E2 x bend moment ArcLength=0.00 [kN.m]
194,RAD1_E2 y bend moment ArcLength=0.00 [kN.m]
195,RAD1_E2 Resultant shear force ArcLength=0.00 [kN]
196,RAD1_E2 Resultant bending moment ArcLength=0.00 [kN.m]
197,RAD1_E2 Effective tension ArcLength=2.54 [kN]
198,RAD1_E2 x shear force ArcLength=2.54 [kN]
199,RAD1_E2 y shear force ArcLength=2.54 [kN]
200,RAD1_E2 Torque ArcLength=2.54 [kN.m]
201,RAD1_E2 x bend moment ArcLength=2.54 [kN.m]
202,RAD1_E2 y bend moment ArcLength=2.54 [kN.m]
203,RAD1_E2 Resultant shear force ArcLength=2.54 [kN]
204,RAD1_E2 Resultant bending moment ArcLength=2.54 [kN.m]
205,RAD1_E2 Effective tension ArcLength=7.62 [kN]
206,RAD1_E2 x shear force ArcLength=7.62 [kN]
207,RAD1_E2 y shear force ArcLength=7.62 [kN]
208,RAD1_E2 Torque ArcLength=7.62 [kN.m]
209,RAD1_E2 x bend moment ArcLength=7.62 [kN.m]
210,RAD1_E2 y bend moment ArcLength=7.62 [kN.m]
211,RAD1_E2 Resultant shear force ArcLength=7.62 [kN]
212,RAD1_E2 Resultant bending moment ArcLength=7.62 [kN.m]
213,RAD1_E2 Effective tension ArcLength=12.69 [kN]
214,RAD1_E2 x shear force ArcLength=12.69 [kN]
215,RAD1_E2 y shear force ArcLength=12.69 [kN]
216,RAD1_E2 Torque ArcLength=12.69 [kN.m]
217,RAD1_E2 x bend moment ArcLength=12.69 [kN.m]
218,RAD1_E2 y bend moment ArcLength=12.69 [kN.m]
219,RAD1_E2 Resultant shear force ArcLength=12.69 [kN]
220,RAD1_E2 Resultant bending moment ArcLength=12.69 [kN.m]
221,RAD1_E2 Effective tension ArcLength=17.77 [kN]
222,RAD1_E2 x shear force ArcLength=17.77 [kN]
223,RAD1_E2 y shear force ArcLength=17.77 [kN]
224,RAD1_E2 Torque ArcLength=17.77 [kN.m]
225,RAD1_E2 x bend moment ArcLength=17.77 [kN.m]
226,RAD1_E2 y bend moment ArcLength=17.77 [kN.m]
227,RAD1_E2 Resultant shear force ArcLength=17.77 [kN]
228,RAD1_E2 Resultant bending moment ArcLength=17.77 [kN.m]
229,RAD1_E2 Effective tension ArcLength=22.85 [kN]
230,RAD1_E2 x shear force ArcLength=22.85 [kN]
231,RAD1_E2 y shear force ArcLength=22.85 [kN]
232,RAD1_E2 Torque ArcLength=22.85 [kN.m]
233,RAD1_E2 x bend moment ArcLength=22.85 [kN.m]
234,RAD1_E2 y bend moment ArcLength=22.85 [kN.m]
235,RAD1_E2 Resultant shear force ArcLength=22.85 [kN]
236,RAD1_E2 Resultant bending moment ArcLength=22.85 [kN.m]
237,RAD1_E2 Effective tension ArcLength=27.93 [kN]
238,RAD1_E2 x shear force ArcLength=27.93 [kN]
239,RAD1_E2 y shear force ArcLength=27.93 [kN]
240,RAD1_E2 Torque ArcLength=27.93 [kN.m]
241,RAD1_E2 x bend moment ArcLength=27.93 [kN.m]
242,RAD1_E2 y bend moment ArcLength=27.93 [kN.m]
243,RAD1_E2 Resultant shear force ArcLength=27.93 [kN]
244,RAD1_E2 Resultant bending moment ArcLength=27.93 [kN.m]
245,RAD1_E2 Effective tension ArcLength=33.00 [kN]
246,RAD1_E2 x shear force ArcLength=33.00 [kN]
247,RAD1_E2 y shear force ArcLength=33.00 [kN]
248,RAD1_E2 Torque ArcLength=33.00 [kN.m]
249,RAD1_E2 x bend moment ArcLength=33.00 [kN.m]
250,RAD1_E2 y bend moment ArcLength=33.00 [kN.m]
251,RAD1_E2 Resultant shear force ArcLength=33.00 [kN]
252,RAD1_E2 Resultant bending moment ArcLength=33.00 [kN.m]
253,RAD1_E2 Effective tension ArcLength=38.08 [kN]
254,RAD1_E2 x shear force ArcLength=38.08 [kN]
255,RAD1_E2 y shear force ArcLength=38.08 [kN]
256,RAD1_E2 Torque ArcLength=38.08 [kN.m]
257,RAD1_E2 x bend moment ArcLength=38.08 [kN.m]
258,RAD1_E2 y bend moment ArcLength=38.08 [kN.m]
259,RAD1_E2 Resultant shear force ArcLength=38.08 [kN]
260,RAD1_E2 Resultant bending moment ArcLength=38.08 [kN.m]
261,RAD1_E2 Effective tension ArcLength=40.62 [kN]
262,RAD1_E2 x shear force ArcLength=40.62 [kN]
263,RAD1_E2 y shear force ArcLength=40.62 [kN]
264,RAD1_E2 Torque ArcLength=40.62 [kN.m]
265,RAD1_E2 x bend moment ArcLength=40.62 [kN.m]
266,RAD1_E2 y bend moment ArcLength=40.62 [kN.m]
267,RAD1_E2 Resultant shear force ArcLength=40.62 [kN]
268,RAD1_E2 Resultant bending moment ArcLength=40.62 [kN.m]
269,RAD1_E3 Effective tension ArcLength=0.00 [kN]
270,RAD1_E3 x shear force ArcLength=0.00 [kN]
271,RAD1_E3 y shear force ArcLength=0.00 [kN]
272,RAD1_E3 Torque ArcLength=0.00 [kN.m]
273,RAD1_E3 x bend moment ArcLength=0.00 [kN.m]
274,RAD1_E3 y bend moment ArcLength=0.00 [kN.m]
275,RAD1_E3 Resultant shear force ArcLength=0.00 [kN]
276,RAD1_E3 Resultant bending moment ArcLength=0.00 [kN.m]
277,RAD1_E3 Effective tension ArcLength=2.15 [kN]
278,RAD1_E3 x shear force ArcLength=2.15 [kN]
279,RAD1_E3 y shear force ArcLength=2.15 [kN]
280,RAD1_E3 Torque ArcLength=2.15 [kN.m]
281,RAD1_E3 x bend moment ArcLength=2.15 [kN.m]
282,RAD1_E3 y bend moment ArcLength=2.15 [kN.m]
283,RAD1_E3 Resultant shear force ArcLength=2.15 [kN]
284,RAD1_E3 Resultant bending moment ArcLength=2.15 [kN.m]
285,RAD1_E3 Effective tension ArcLength=4.30 [kN]
286,RAD1_E3 x shear force ArcLength=4.30 [kN]
287,RAD1_E3 y shear force ArcLength=4.30 [kN]
288,RAD1_E3 Torque ArcLength=4.30 [kN.m]
289,RAD1_E3 x bend moment ArcLength=4.30 [kN.m]
290,RAD1_E3 y bend moment ArcLength=4.30 [kN.m]
291,RAD1_E3 Resultant shear force ArcLength=4.30 [kN]
292,RAD1_E3 Resultant bending moment ArcLength=4.30 [kN.m]
293,RAD1_E4 Effective tension ArcLength=0.00 [kN]
294,RAD1_E4 x shear force ArcLength=0.00 [kN]
295,RAD1_E4 y shear force ArcLength=0.00 [kN]
296,RAD1_E4 Torque ArcLength=0.00 [kN.m]
297,RAD1_E4 x bend moment ArcLength=0.00 [kN.m]
298,RAD1_E4 y bend moment ArcLength=0.00 [kN.m]
299,RAD1_E4 Resultant shear force ArcLength=0.00 [kN]
300,RAD1_E4 Resultant bending moment ArcLength=0.00 [kN.m]
301,RAD1_E4 Effective tension ArcLength=2.79 [kN]
302,RAD1_E4 x shear force ArcLength=2.79 [kN]
303,RAD1_E4 y shear force ArcLength=2.79 [kN]
304,RAD1_E4 Torque ArcLength=2.79 [kN.m]
305,RAD1_E4 x bend moment ArcLength=2.79 [kN.m]
306,RAD1_E4 y bend moment ArcLength=2.79 [kN.m]
307,RAD1_E4 Resultant shear force ArcLength=2.79 [kN]
308,RAD1_E4 Resultant bending moment ArcLength=2.79 [kN.m]
309,RAD1_E4 Effective tension ArcLength=5.57 [kN]
310,RAD1_E4 x shear force ArcLength=5.57 [kN]
311,RAD1_E4 y shear force ArcLength=5.57 [kN]
312,RAD1_E4 Torque ArcLength=5.57 [kN.m]
313,RAD1_E4 x bend moment ArcLength=5.57 [kN.m]
314,RAD1_E4 y bend moment ArcLength=5.57 [kN.m]
315,RAD1_E4 Resultant shear force ArcLength=5.57 [kN]
316,RAD1_E4 Resultant bending moment ArcLength=5.57 [kN.m]
317,RAD1_E5 Effective tension ArcLength=0.00 [kN]
318,RAD1_E5 x shear force ArcLength=0.00 [kN]
319,RAD1_E5 y shear force ArcLength=0.00 [kN]
320,RAD1_E5 Torque ArcLength=0.00 [kN.m]
321,RAD1_E5 x bend moment ArcLength=0.00 [kN.m]
322,RAD1_E5 y bend moment ArcLength=0.00 [kN.m]
323,RAD1_E5 Resultant shear force ArcLength=0.00 [kN]
324,RAD1_E5 Resultant bending moment ArcLength=0.00 [kN.m]
325,RAD1_E5 Effective tension ArcLength=2.31 [kN]
326,RAD1_E5 x shear force ArcLength=2.31 [kN]
327,RAD1_E5 y shear force ArcLength=2.31 [kN]
328,RAD1_E5 Torque ArcLength=2.31 [kN.m]
329,RAD1_E5 x bend moment ArcLength=2.31 [kN.m]
330,RAD1_E5 y bend moment ArcLength=2.31 [kN.m]
331,RAD1_E5 Resultant shear force ArcLength=2.31 [kN]
332,RAD1_E5 Resultant bending moment ArcLength=2.31 [kN.m]
333,RAD1_E5 Effective tension ArcLength=6.92 [kN]
334,RAD1_E5 x shear force ArcLength=6.92 [kN]
335,RAD1_E5 y shear force ArcLength=6.92 [kN]
336,RAD1_E5 Torque ArcLength=6.92 [kN.m]
337,RAD1_E5 x bend moment ArcLength=6.92 [kN.m]
338,RAD1_E5 y bend moment ArcLength=6.92 [kN.m]
339,RAD1_E5 Resultant shear force ArcLength=6.92 [kN]
340,RAD1_E5 Resultant bending moment ArcLength=6.92 [kN.m]
341,RAD1_E5 Effective tension ArcLength=9.23 [kN]
342,RAD1_E5 x shear force ArcLength=9.23 [kN]
343,RAD1_E5 y shear force ArcLength=9.23 [kN]
344,RAD1_E5 Torque ArcLength=9.23 [kN.m]
345,RAD1_E5 x bend moment ArcLength=9.23 [kN.m]
346,RAD1_E5 y bend moment ArcLength=9.23 [kN.m]
347,RAD1_E5 Resultant shear force ArcLength=9.23 [kN]
348,RAD1_E5 Resultant bending moment ArcLength=9.23 [kN.m]
349,TNK1L_E1 Effective tension ArcLength=0.00 [kN]
350,TNK1L_E1 x shear force ArcLength=0.00 [kN]
351,TNK1L_E1 y shear force ArcLength=0.00 [kN]
352,TNK1L_E1 Torque ArcLength=0.00 [kN.m]
353,TNK1L_E1 x bend moment ArcLength=0.00 [kN.m]
354,TNK1L_E1 y bend moment ArcLength=0.00 [kN.m]
355,TNK1L_E1 Resultant shear force ArcLength=0.00 [kN]
356,TNK1L_E1 Resultant bending moment ArcLength=0.00 [kN.m]
357,TNK1L_E1 Effective tension ArcLength=2.56 [kN]
358,TNK1L_E1 x shear force ArcLength=2.56 [kN]
359,TNK1L_E1 y shear force ArcLength=2.56 [kN]
360,TNK1L_E1 Torque ArcLength=2.56 [kN.m]
361,TNK1L_E1 x bend moment ArcLength=2.56 [kN.m]
362,TNK1L_E1 y bend moment ArcLength=2.56 [kN.m]
363,TNK1L_E1 Resultant shear force ArcLength=2.56 [kN]
364,TNK1L_E1 Resultant bending moment ArcLength=2.56 [kN.m]
365,TNK1L_E1 Effective tension ArcLength=7.68 [kN]
366,TNK1L_E1 x shear force ArcLength=7.68 [kN]
367,TNK1L_E1 y shear force ArcLength=7.68 [kN]
368,TNK1L_E1 Torque ArcLength=7.68 [kN.m]
369,TNK1L_E1 x bend moment ArcLength=7.68 [kN.m]
370,TNK1L_E1 y bend moment ArcLength=7.68 [kN.m]
371,TNK1L_E1 Resultant shear force ArcLength=7.68 [kN]
372,TNK1L_E1 Resultant bending moment ArcLength=7.68 [kN.m]
373,TNK1L_E1 Effective tension ArcLength=10.24 [kN]
374,TNK1L_E1 x shear force ArcLength=10.24 [kN]
375,TNK1L_E1 y shear force ArcLength=10.24 [kN]
376,TNK1L_E1 Torque ArcLength=10.24 [kN.m]
377,TNK1L_E1 x bend moment ArcLength=10.24 [kN.m]
378,TNK1L_E1 y bend moment ArcLength=10.24 [kN.m]
379,TNK1L_E1 Resultant shear force ArcLength=10.24 [kN]
380,TNK1L_E1 Resultant bending moment ArcLength=10.24 [kN.m]
381,TNK1L_E2 Effective tension ArcLength=0.00 [kN]
382,TNK1L_E2 x shear force ArcLength=0.00 [kN]
383,TNK1L_E2 y shear force ArcLength=0.00 [kN]
384,TNK1L_E2 Torque ArcLength=0.00 [kN.m]
385,TNK1L_E2 x bend moment ArcLength=0.00 [kN.m]
386,TNK1L_E2 y bend moment ArcLength=0.00 [kN.m]
387,TNK1L_E2 Resultant shear force ArcLength=0.00 [kN]
388,TNK1L_E2 Resultant bending moment ArcLength=0.00 [kN.m]
389,TNK1L_E2 Effective tension ArcLength=1.88 [kN]
390,TNK1L_E2 x shear force ArcLength=1.88 [kN]
391,TNK1L_E2 y shear force ArcLength=1.88 [kN]
392,TNK1L_E2 Torque ArcLength=1.88 [kN.m]
393,TNK1L_E2 x bend moment ArcLength=1.88 [kN.m]
394,TNK1L_E2 y bend moment ArcLength=1.88 [kN.m]
395,TNK1L_E2 Resultant shear force ArcLength=1.88 [kN]
396,TNK1L_E2 Resultant bending moment ArcLength=1.88 [kN.m]
397,TNK1L_E2 Effective tension ArcLength=6.26 [kN]
398,TNK1L_E2 x shear force ArcLength=6.26 [kN]
399,TNK1L_E2 y shear force ArcLength=6.26 [kN]
400,TNK1L_E2 Torque ArcLength=6.26 [kN.m]
401,TNK1L_E2 x bend moment ArcLength=6.26 [kN.m]
402,TNK1L_E2 y bend moment ArcLength=6.26 [kN.m]
403,TNK1L_E2 Resultant shear force ArcLength=6.26 [kN]
404,TNK1L_E2 Resultant bending moment ArcLength=6.26 [kN.m]
405,TNK1L_E2 Effective tension ArcLength=11.26 [kN]
406,TNK1L_E2 x shear force ArcLength=11.26 [kN]
407,TNK1L_E2 y shear force ArcLength=11.26 [kN]
408,TNK1L_E2 Torque ArcLength=11.26 [kN.m]
409,TNK1L_E2 x bend moment ArcLength=11.26 [kN.m]
410,TNK1L_E2 y bend moment ArcLength=11.26 [kN.m]
411,TNK1L_E2 Resultant shear force ArcLength=11.26 [kN]
412,TNK1L_E2 Resultant bending moment ArcLength=11.26 [kN.m]
413,TNK1L_E2 Effective tension ArcLength=13.76 [kN]
414,TNK1L_E2 x shear force ArcLength=13.76 [kN]
415,TNK1L_E2 y shear force ArcLength=13.76 [kN]
416,TNK1L_E2 Torque ArcLength=13.76 [kN.m]
417,TNK1L_E2 x bend moment ArcLength=13.76 [kN.m]
418,TNK1L_E2 y bend moment ArcLength=13.76 [kN.m]
419,TNK1L_E2 Resultant shear force ArcLength=13.76 [kN]
420,TNK1L_E2 Resultant bending moment ArcLength=13.76 [kN.m]
421,TNK1R_E1 Effective tension ArcLength=0.00 [kN]
422,TNK1R_E1 x shear force ArcLength=0.00 [kN]
423,TNK1R_E1 y shear force ArcLength=0.00 [kN]
424,TNK1R_E1 Torque ArcLength=0.00 [kN.m]
425,TNK1R_E1 x bend moment ArcLength=0.00 [kN.m]
426,TNK1R_E1 y bend moment ArcLength=0.00 [kN.m]
427,TNK1R_E1 Resultant shear force ArcLength=0.00 [kN]
428,TNK1R_E1 Resultant bending moment ArcLength=0.00 [kN.m]
429,TNK1R_E1 Effective tension ArcLength=2.56 [kN]
430,TNK1R_E1 x shear force ArcLength=2.56 [kN]
431,TNK1R_E1 y shear force ArcLength=2.56 [kN]
432,TNK1R_E1 Torque ArcLength=2.56 [kN.m]
433,TNK1R_E1 x bend moment ArcLength=2.56 [kN.m]
434,TNK1R_E1 y bend moment ArcLength=2.56 [kN.m]
435,TNK1R_E1 Resultant shear force ArcLength=2.56 [kN]
436,TNK1R_E1 Resultant bending moment ArcLength=2.56 [kN.m]
437,TNK1R_E1 Effective tension ArcLength=7.68 [kN]
438,TNK1R_E1 x shear force ArcLength=7.68 [kN]
439,TNK1R_E1 y shear force ArcLength=7.68 [kN]
440,TNK1R_E1 Torque ArcLength=7.68 [kN.m]
441,TNK1R_E1 x bend moment ArcLength=7.68 [kN.m]
442,TNK1R_E1 y bend moment ArcLength=7.68 [kN.m]
443,TNK1R_E1 Resultant shear force ArcLength=7.68 [kN]
444,TNK1R_E1 Resultant bending moment ArcLength=7.68 [kN.m]
445,TNK1R_E1 Effective tension ArcLength=10.24 [kN]
446,TNK1R_E1 x shear force ArcLength=10.24 [kN]
447,TNK1R_E1 y shear force ArcLength=10.24 [kN]
448,TNK1R_E1 Torque ArcLength=10.24 [kN.m]
449,TNK1R_E1 x bend moment ArcLength=10.24 [kN.m]
450,TNK1R_E1 y bend moment ArcLength=10.24 [kN.m]
451,TNK1R_E1 Resultant shear force ArcLength=10.24 [kN]
452,TNK1R_E1 Resultant bending moment ArcLength=10.24 [kN.m]
453,TNK1R_E2 Effective tension ArcLength=0.00 [kN]
454,TNK1R_E2 x shear force ArcLength=0.00 [kN]
455,TNK1R_E2 y shear force ArcLength=0.00 [kN]
456,TNK1R_E2 Torque ArcLength=0.00 [kN.m]
457,TNK1R_E2 x bend moment ArcLength=0.00 [kN.m]
458,TNK1R_E2 y bend moment ArcLength=0.00 [kN.m]
459,TNK1R_E2 Resultant shear force ArcLength=0.00 [kN]
460,TNK1R_E2 Resultant bending moment ArcLength=0.00 [kN.m]
461,TNK1R_E2 Effective tension ArcLength=1.88 [kN]
462,TNK1R_E2 x shear force ArcLength=1.88 [kN]
463,TNK1R_E2 y shear force ArcLength=1.88 [kN]
464,TNK1R_E2 Torque ArcLength=1.88 [kN.m]
465,TNK1R_E2 x bend moment ArcLength=1.88 [kN.m]
466,TNK1R_E2 y bend moment ArcLength=1.88 [kN.m]
467,TNK1R_E2 Resultant shear force ArcLength=1.88 [kN]
